index,term,prof_rating,requirements_met0,requirements_met1,requirements_met2,requirements_met3,title,registered,description,course_id,end_time,faculty,department,credits,start_time,size
586,18WI,3.5,Social Inquiry,International Studies,Writing Rich 2,,International+Relations+and+World+Politics,27,"What are the foundational theories and practices of international relations and world politics? This course addresses topics of a geopolitical, commercial and ideological character as they relate to global systems including: great power politics, polycentricity, and international organizations. It also explores the dynamic intersection of world politics with war, terrorism, nuclear weapons, national security, human security, human rights, and the globalization of economic and social development.",POSC+170.00,11:00am,Tun  Myint,POSC,6 credits,9:50am,30
587,18WI,4.5,Social Inquiry,Intercultural Domestic Studies,,,"Misinformation,+Political+Rumors,+and+Conspiracy+Theories",29,"Why do people believe in conspiracy theories, hold on to misinformed beliefs even in the face of mounting evidence to the contrary, and/or spread political and social rumors that may have little basis in fact This course explores the psychological, political, and philosophical approaches to the study of the causes, consequences, and tenacity of conspiracy beliefs, misinformation, and political rumors, as well as possible approaches that journalists could employ to combat misperceptions.",POSC+210.00,3:00pm,Christina E Farhart,POSC,6 credits,1:50pm,25
588,18WI,4.2,Social Inquiry,Quantitative Reasoning,Intercultural Domestic Studies,,Environmental+Justice,21,"The environmental justice movement seeks greater participation by marginalized communities in environmental policy, and equity in the distribution of environmental harms and benefits. This course will examine the meaning of ""environmental justice,"" the history of the movement, the empirical foundation for the movement's claims, and specific policy questions. Our focus is the United States, but students will have the opportunity to research environmental justice in other countries.",POSC+212.00,3:00pm,Kimberly K Smith,POSC,6 credits,1:50pm,25
589,18WI,4.1,Literary/Artistic Analysis,International Studies,,,Politics+and+Political+History+in+Film,20,"How do representations of politics in film influence our ideas about governance, citizenship, power, and authority These are two questions that we will consider in the course as we study films representing politics and historical events in fiction and non-fiction genres for entertainment and education. Films to be analyzed includ",POSC+220.00,3:00pm,Barbara  Allen,POSC,6 credits,1:15pm,25
590,18WI,4.7,Social Inquiry,Writing Rich 2,Quantitative Reasoning,,Methods+of+Political+Research,19,"An introduction to research method, research design, and the analysis of political data. The course is intended to introduce students to the fundamentals of scientific inquiry as they are employed in the discipline. The course will consider the philosophy of scientific research generally, the philosophy of social science research, theory building and theory testing, the components of applied (quantitative and qualitative) research across the major sub-fields of political science, and basic methodological tools. Intended for majors only.",POSC+230.00,10:00am,Kent  Freeze,POSC,6 credits,8:15am,18
591,18WI,4.5,Social Inquiry,International Studies,,,"Global,+National+and+Human+Security",23,"What are the greatest threats to national and global security? In this course we will explore a range of traditional security topics including: the proliferation of WMDs, terrorism, piracy, insurgencies, arms races, territorial disputes and strategic rivalries. In addition to these classic concerns, we also consider newer ones such as cyber-security, the threat of global pandemics, unmanned warfare and the impact of climate change. Our study begins and concludes with the debate over the concept of security in the twenty-first century.",POSC+236.00,3:00pm,Greg Marfleet,POSC,6 credits,1:15pm,25
592,18WI,,Social Inquiry,International Studies,,,Sport+&+Globalization+London/Seville+Pgm:+Globalization+and+Development:+Lessons+from+Int'l+Football,22,"This course uses international football (soccer) as a lens to analyze topics in globalization, such as immigration and labor, inequality, foreign investment, trade in services, and intellectual property. Students will be presented with key debates in these areas and then use cases from international football as illustrations. Focusing on the two wealthiest leagues in Europe, the English Premier League and the Spanish",POSC+238.07,n/a,Bob Carlson,POSC,6 credits,n/a,25
593,18WI,4.8,Social Inquiry,International Studies,,,Ethnic+Conflict,23,"Ethnic conflict is a persistent and troubling challenge for those interested in preserving international peace and stability. By one account, ethnic violence has claimed more than ten million lives since 1945, and in the 1990s, ethnic conflicts comprised nearly half of all ongoing conflicts around the world. In this course, we will attempt to understand the conditions that contribute to ethnic tensions, identify the triggers that lead to escalation, and evaluate alternative ideas for managing and solving such disputes. The course will draw on a number of cases, including Rwanda, Bosnia, and Northern Ireland.",POSC+241.00,11:55am,Dev Gupta,POSC,6 credits,10:10am,25
594,18WI,3,Social Inquiry,Intercultural Domestic Studies,,,Urban+Political+Economy,5,"City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents Short essays or exams will be required.",POSC+266.00,1:40pm,Richard A Keiser,POSC,6 credits,12:30pm,25
595,18WI,3.5,Social Inquiry,Writing Rich 2,Quantitative Reasoning,International Studies,Global+Environmental+Politics+and+Policy,14,Global environmental politics and policy is the most prominent field that challenges traditional state-centric ways of thinking about international problems and solutions. This course examines local-global dynamics of environmental problems. The course will cover five arenas crucial to understanding the nature and origin of global environmental politics and policymaking mechanisms: (1) international environmental law; (2) world political orders; (3) human-environment interactions through politics and markets; (4) paradigms of sustainable development; and (5) dynamics of human values and rules.,POSC+268.00,3:00pm,Tun  Myint,POSC,6 credits,1:50pm,25
596,18WI,4.2,Social Inquiry,,,,Constitutional+Law+II,14,"Covers American constitutional law and history from Reconstruction to the contemporary era. Extensive attention will be paid to the effort to refound the American constitution following the Civil War as manifest in the thirteenth, fourteenth, and fifteenth amendments, and to the successive transformations which the Supreme Court worked in the new constitutional order. Political Science 271 is not a prerequisite.",POSC+272.00,12:20pm,Kimberly K Smith,POSC,6 credits,11:10am,25
597,18WI,4.8,Social Inquiry,Quantitative Reasoning,International Studies,,Separatist+Movements,24,"This course explores the emergence and resolution of separatist movements around the world. While separatist movements are often associated with the violent dissolution of states, not all separatist movements result in violence and not all separatist movements seek independence. We will investigate the conditions under which separatist pressures are most likely to develop and when such pressures result in actual separation. We will contrast the tactics of movements, from peaceful approaches in places like contemporary Quebec or Scotland, to peaceful outcomes like the ""velvet divorce"" of Czechoslovakia, to violent insurrections in places like the Philippines, Spain, and Northern Ireland.",POSC+283.00,3:00pm,Dev Gupta,POSC,6 credits,1:15pm,25
598,18WI,4.3,Social Inquiry,International Studies,,,"Strangers,+Foreigners+and+Exiles*",17,"The course explores the role that strangers play in human life, the challenges that foreigners create for democratic politics, the promises they bring to it, as well as the role of exiles in improving the cultural capacity of societies to live with difference. We will read texts by Arendt, Kafka, Derrida, Sophocles, Said, Joseph Conrad, Tzvetan Todorov, and Julia Kristeva. Special attention will be given to the plight of Roma in Europe, as a typical case of strangers that are still perceived nowadays as a menace to the modern sedentary civilization.",POSC+348.00,3:00pm,Mihaela  Czobor-Lupp,POSC,6 credits,1:15pm,15
599,18WI,4.1,Social Inquiry,Intercultural Domestic Studies,,,"Political+Theory+of+Martin+Luther+King,+Jr.",9,"This seminar will examine the speeches, writings, and life of Dr. Martin Luther King, Jr. Students will study King as an example of the responsible citizen envisioned by the theory expressed",POSC+351.00,11:55am,Barbara  Allen,POSC,6 credits,10:10am,15
600,18WI,3,Social Inquiry,International Studies,,,Urban+Political+Economy*,12,"City revenue is increasingly dependent on tourism. Cities manufacture identity and entertainment, whether we think of Las Vegas or Jerusalem, Berlin or Bilbao, the ethnoscapes of Copenhagen or the red light district of Amsterdam. As cities compete in the global economy to become playgrounds for a transnational tourist class, what is the role of urban residents A research paper will be required. Students who have taken POSC 266 remain welcome to take POSC 366.",POSC+366.00,1:40pm,Richard A Keiser,POSC,6 credits,12:30pm,15
601,18WI,3,,,,,Integrative+Exercise,4,n/a,POSC+400.02,n/a,Richard A Keiser,POSC,"1-6 credits, S/CR/NC only",n/a,25
602,18WI,4.75,,,,,Integrative+Exercise,6,n/a,POSC+400.04,n/a,Alfred P Montero,POSC,"1-6 credits, S/CR/NC only",n/a,25
603,18WI,3.5,,,,,Integrative+Exercise,3,n/a,POSC+400.05,n/a,Tun  Myint,POSC,"1-6 credits, S/CR/NC only",n/a,25
604,18WI,4.1,,,,,Integrative+Exercise,2,n/a,POSC+400.06,n/a,Barbara  Allen,POSC,"1-6 credits, S/CR/NC only",n/a,25
605,18WI,4.8,,,,,Integrative+Exercise,1,n/a,POSC+400.08,n/a,Laurence D Cooper,POSC,"1-6 credits, S/CR/NC only",n/a,25
606,18WI,4.8,,,,,Integrative+Exercise,5,n/a,POSC+400.11,n/a,Dev Gupta,POSC,"1-6 credits, S/CR/NC only",n/a,25
607,18WI,4.5,,,,,Integrative+Exercise,9,n/a,POSC+400.12,n/a,Greg Marfleet,POSC,"1-6 credits, S/CR/NC only",n/a,25
608,18WI,4.3,,,,,Integrative+Exercise,4,n/a,POSC+400.13,n/a,Mihaela  Czobor-Lupp,POSC,"1-6 credits, S/CR/NC only",n/a,25
609,18WI,4.7,,,,,Integrative+Exercise,0,n/a,POSC+400.14,n/a,Kent  Freeze,POSC,"1-6 credits, S/CR/NC only",n/a,25
610,18WI,3.3,Social Inquiry,,,,Principles+of+Psychology,35,"This course surveys major topics in psychology. We consider the approaches different psychologists take to describe and explain behavior. We will consider a broad range of topics, including how animals learn and remember contexts and behaviors, how personality develops and influences functioning, how the nervous system is structured and how it supports mental events, how knowledge of the nervous system may inform an understanding of conditions such as schizophrenia, how people acquire, remember and process information, how psychopathology is diagnosed, explained, and treated, how infants and children develop, and how people behave in groups and think about their social environment.",PSYC+110.01,9:40am,Julie J Neiworth,PSYC,6 credits,8:30am,35
611,18WI,4.9,Social Inquiry,,,,Principles+of+Psychology,38,"This course surveys major topics in psychology. We consider the approaches different psychologists take to describe and explain behavior. We will consider a broad range of topics, including how animals learn and remember contexts and behaviors, how personality develops and influences functioning, how the nervous system is structured and how it supports mental events, how knowledge of the nervous system may inform an understanding of conditions such as schizophrenia, how people acquire, remember and process information, how psychopathology is diagnosed, explained, and treated, how infants and children develop, and how people behave in groups and think about their social environment.",PSYC+110.02,12:20pm,Julia F Strand,PSYC,6 credits,11:10am,35
612,18WI,4.5,Formal or Statistical Reasoning,Quantitative Reasoning,,,Measurement+and+Data+Analysis+in+Psychology,41,"The course considers the role of measurement and data analysis focused on behavioral sciences. Various forms of measurement and standards for the evaluation of measures are explored. Students learn how to summarize, organize, and evaluate data using a variety of techniques that are applicable to research in psychology and other disciplines. Among the analyses discussed and applied are tests of means, various forms of analysis of variance, correlation and regression, planned and post-hoc comparisons, as well as various non-parametric tests. Research design is also explored.",PSYC+200.00,11:00am,Mija M Van Der Wege,PSYC,6 credits,9:50am,42
613,18WI,4.5,Quantitative Reasoning,,,,Measurement+and+Data+Analysis+Lab,16,"This lab course accompanies the lecture course, Psychology 200, and must be taken during the same term. The lab will provide an opportunity to explore lecture topics more deeply, and in particular emphasize data collection and computational skills.",PSYC+201.01,10:00am,Mija M Van Der Wege,PSYC,2 credits,8:15am,14
614,18WI,4.5,Quantitative Reasoning,,,,Measurement+and+Data+Analysis+Lab,10,"This lab course accompanies the lecture course, Psychology 200, and must be taken during the same term. The lab will provide an opportunity to explore lecture topics more deeply, and in particular emphasize data collection and computational skills.",PSYC+201.02,11:55am,Mija M Van Der Wege,PSYC,2 credits,10:10am,14
615,18WI,4.5,Quantitative Reasoning,,,,Measurement+and+Data+Analysis+Lab,15,"This lab course accompanies the lecture course, Psychology 200, and must be taken during the same term. The lab will provide an opportunity to explore lecture topics more deeply, and in particular emphasize data collection and computational skills.",PSYC+201.03,3:45pm,Mija M Van Der Wege,PSYC,2 credits,2:00pm,14
616,18WI,4.8,Science with Lab Component,,,,Behavioral+Neuroscience,31,"An introduction to the physiological bases of complex behaviors in mammals, with an emphasis on neural and hormonal mechanisms. A grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Requires concurrent registration in Psychology 217.",PSYC+216.00,12:20pm,Lawrence  Wichlinski,PSYC,6 credits,11:10am,32
617,18WI,4.8,Science with Lab Component,,,,Laboratory+Research+Methods+in+Behavioral+Neuroscience,16,"The course provides instruction and experience in methods of behavioral neuroscience, the study of the inter-relation of the brain (and hormonal systems) and behavior. The focus of this laboratory will be on standard methods of inducing behavioral changes via neural and hormonal manipulations in mammals. Psychology 217 requires concurrent registration in Psychology 216. A grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement.",PSYC+217.01,4:00pm,Lawrence  Wichlinski,PSYC,2 credits,2:00pm,16
618,18WI,4.8,Science with Lab Component,,,,Laboratory+Research+Methods+in+Behavioral+Neuroscience,15,"The course provides instruction and experience in methods of behavioral neuroscience, the study of the inter-relation of the brain (and hormonal systems) and behavior. The focus of this laboratory will be on standard methods of inducing behavioral changes via neural and hormonal manipulations in mammals. Psychology 217 requires concurrent registration in Psychology 216. A grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement.",PSYC+217.02,3:00pm,Lawrence  Wichlinski,PSYC,2 credits,1:00pm,16
619,18WI,4.5,Science with Lab Component,,,,Memory+Processes,29,"Memory is involved in nearly every human activity: We use our memory not only when we reminisce about the past, but when we study for our exams, talk to our friends, and tie our shoes. This course explores the psychological science of human memory. We will examine different types of memory, how we encode new memories and retrieve old ones, how to ensure a memory is never forgotten, and how to implant a false memory in someone else. In doing so we will look at both old and new research, and discuss how memory research can be applied to some real world environments, such as courtrooms and classrooms. By the end of the course you will be familiar with the major issues in the field of memory research, be able to evaluate the quality of the studies used as evidence in these debates, and be able to conduct experimental research of your own. You must enroll in both the lecture and a lab section; although you will receive two separate grades for each component, the two will be closely integrated. A grade of C- or better must be earned in both Psychology 238 and 239 to satisfy the LS requirement.",PSYC+238.00,1:40pm,Adam L Putnam,PSYC,6 credits,12:30pm,30
620,18WI,4.5,Science with Lab Component,Quantitative Reasoning,,,Memory+Processes+Lab,12,"This course accompanies Psychology 238. Students will replicate classic studies in human memory and will plan and conduct original projects. Students will get experience evaluating research, designing and conducting studies, and sharing their findings in a clear and persuasive manner. A grade of C- or better must be earned in both Psychology 238 and 239 to satisfy the LS requirement.",PSYC+239.01,5:00pm,Adam L Putnam,PSYC,2 credits,2:00pm,12
621,18WI,4.5,Science with Lab Component,Quantitative Reasoning,,,Memory+Processes+Lab,12,"This course accompanies Psychology 238. Students will replicate classic studies in human memory and will plan and conduct original projects. Students will get experience evaluating research, designing and conducting studies, and sharing their findings in a clear and persuasive manner. A grade of C- or better must be earned in both Psychology 238 and 239 to satisfy the LS requirement.",PSYC+239.02,5:00pm,Adam L Putnam,PSYC,2 credits,2:00pm,12
622,18WI,4.1,Social Inquiry,,,,Positive+Psychology,34,"This course evaluates the effort to use the tools of psychological science to understand the sources and nature of positive human strengths, characteristics, resources, and aspirations, and to apply any knowledge gained to help individuals and institutions function more effectively.",PSYC+244.00,11:55am,Neil S Lutsky,PSYC,6 credits,10:10am,30
623,18WI,4,Science with Lab Component,,,,Social+Behavior+and+Interpersonal+Processes,28,"The social psychological analysis of human social behavior, interpersonal processes, and group influences. Concurrent registration in Psychology 257 is strongly recommended. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.",PSYC+256.00,12:20pm,Sharon A Akimoto,PSYC,6 credits,11:10am,30
624,18WI,4,Science with Lab Component,Quantitative Reasoning,,,Laboratory+Research+Methods+in+Social+Behavior+and+Interpersonal+Processes,8,Students will participate in the planning and replication of empirical studies of the social psychology of social behavior. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.,PSYC+257.01,5:00pm,Sharon A Akimoto,PSYC,2 credits,2:00pm,12
625,18WI,4,Science with Lab Component,Quantitative Reasoning,,,Laboratory+Research+Methods+in+Social+Behavior+and+Interpersonal+Processes,8,Students will participate in the planning and replication of empirical studies of the social psychology of social behavior. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.,PSYC+257.02,5:00pm,Sharon A Akimoto,PSYC,2 credits,2:00pm,12
626,18WI,3.3,Social Inquiry,Quantitative Reasoning,,,Evolutionary+and+Developmental+Trends+in+Cognition,11,"Recent findings have brought to light some very compelling examples of humanlike cognition in nonhuman primates: tool use and tool making, family bonding, complex social behaviors such as cooperation, altruism, communication, and emotion. The study of infant cognition has also revealed more complex cognitive abilities in developing humans. Each of these topics is considered in the context of the cognitive workings of the primate mind, with emphases on apes (gorilla, chimpanzee), monkeys (particularly cebus and rhesus varieties) and human children. The goal is to evaluate the uniqueness of primate cognition, both human and nonhuman.",PSYC+371.00,3:00pm,Julie J Neiworth,PSYC,6 credits,1:15pm,15
627,18WI,4.4,,,,,Integrative+Exercise,1,"ychology 397, 398, or 399.",PSYC+400.01,n/a,Ken Abrams,PSYC,"1-6 credits, S/CR/NC only",n/a,12
628,18WI,4,,,,,Integrative+Exercise,4,"ychology 397, 398, or 399.",PSYC+400.02,n/a,Sharon A Akimoto,PSYC,"1-6 credits, S/CR/NC only",n/a,12
629,18WI,5,,,,,Integrative+Exercise,1,"ychology 397, 398, or 399.",PSYC+400.03,n/a,Steven F Kozberg,PSYC,"1-6 credits, S/CR/NC only",n/a,12
630,18WI,4.1,,,,,Integrative+Exercise,4,"ychology 397, 398, or 399.",PSYC+400.04,n/a,Neil S Lutsky,PSYC,"1-6 credits, S/CR/NC only",n/a,12
631,18WI,3.75,,,,,Integrative+Exercise,6,"ychology 397, 398, or 399.",PSYC+400.05,n/a,Sarah H Meerts,PSYC,"1-6 credits, S/CR/NC only",n/a,12
632,18WI,4.9,,,,,Integrative+Exercise,0,"ychology 397, 398, or 399.",PSYC+400.06,n/a,Julia F Strand,PSYC,"1-6 credits, S/CR/NC only",n/a,12
633,18WI,4.5,,,,,Integrative+Exercise,5,"ychology 397, 398, or 399.",PSYC+400.08,n/a,Mija M Van Der Wege,PSYC,"1-6 credits, S/CR/NC only",n/a,12
634,18WI,4.8,,,,,Integrative+Exercise,4,"ychology 397, 398, or 399.",PSYC+400.09,n/a,Lawrence  Wichlinski,PSYC,"1-6 credits, S/CR/NC only",n/a,12
635,18WI,3.3,,,,,Integrative+Exercise,3,"ychology 397, 398, or 399.",PSYC+400.10,n/a,Julie J Neiworth,PSYC,"1-6 credits, S/CR/NC only",n/a,12
636,18WI,4.5,,,,,Integrative+Exercise,4,"ychology 397, 398, or 399.",PSYC+400.11,n/a,Adam L Putnam,PSYC,"1-6 credits, S/CR/NC only",n/a,12
637,18WI,4.5,,,,,Integrative+Exercise,2,"ychology 397, 398, or 399.",PSYC+400.12,n/a,Kathleen M Galotti,PSYC,"1-6 credits, S/CR/NC only",n/a,12
638,18WI,,,,,,Integrative+Exercise,0,"ychology 397, 398, or 399.",PSYC+400.13,n/a,Gisel Flores-Montoya,PSYC,"1-6 credits, S/CR/NC only",n/a,12
639,18WI,,Humanistic Inquiry,Writing Rich 2,Intercultural Domestic Studies,,Understanding+Religion,22,"How can we best understand the role of religion in the world today, and how should we interpret the meaning of religious traditions -- their texts and practices -- in history and culture? This class takes an exciting tour through selected themes and puzzles related to the fascinating and diverse expressions of religion throughout the world. From politics and pop culture, to religious philosophies and spiritual practices, to rituals, scriptures, gender, religious authority, and more, students will explore how these issues emerge in a variety of religions, places, and historical moments in the U.S. and across the globe.",RELG+110.00,12:20pm,Mara G Block,RELG,6 credits,11:10am,25
640,18WI,4.5,Humanistic Inquiry,International Studies,Writing Rich 2,,Introduction+to+Islam,22,"This course provides a general introduction to Islam, as a textual and lived tradition. Students will read from the Qur'an and the traditions of the Prophet Muhammad, engaging them both as historical resources and as dynamic and contested objects that have informed Muslim life in diverse ways throughout the centuries. Through following a thread from scripture, through the interpretive sciences (chiefly law and theology), and into an analysis of Muslim life in the contemporary world, students will explore answers Muslim thinkers have given to major questions of our shared existence, with both fidelity to the texts and flexibility to present demands. Though the focus of this course is not on Islam's role in current events, through attaining a solid introduction to the tradition--its sociology, its history, and its modes of reasoning--students will attain the knowledge necessary to begin to engage those events with a critical and informed mind.",RELG+122.00,11:00am,Noah  Salomon,RELG,6 credits,9:50am,25
641,18WI,5,Humanistic Inquiry,International Studies,Writing Rich 2,,Religions+in+Japanese+Culture,24,"An introduction to the major religious traditions of Japan, from earliest times to the present. Combining thematic and historical approaches, this course will scrutinize both defining characteristics of, and interactions among, various religious traditions, including worship of the kami (local deities), Buddhism, shamanistic practices, Christianity, and new religious movements. We also will discuss issues crucial in the study of religion, such as the relation between religion and violence, gender, modernity, nationalism and war.",RELG+152.00,3:00pm,Asuka  Sango,RELG,6 credits,1:15pm,25
642,18WI,,Humanistic Inquiry,Writing Rich 2,,,"Religion,+Madness,+and+Modern+Psychology",21,"Madness is one of the most socially and intellectually fraught notions today. At the same time, it has long been a vital lens for exploring the human mind. But what exactly is madness, and why do some people give it religious significance? This course traces the relationship between biomedical and spiritual understandings of madness. We will discuss debates about whether madness is a matter of biochemistry, religious experience, or disrupted social norms, as well as different forms of care (including psychopharmacology, psychoanalysis, spiritual care, and moral reform). Finally, we will consider what a cross-cultural perspective might add to these debates.",RELG+223.00,3:00pm,Mara G Block,RELG,6 credits,1:50pm,25
643,18WI,5,Humanistic Inquiry,Writing Rich 2,Intercultural Domestic Studies,,Gender+and+Power+in+the+Catholic+Church,21,"This course introduces students to the structure, history, and theology of the Catholic Church through the lens of gender and power. Through a combination of readings and conversations with living figures, students will develop the ability to critically and empathetically interpret Catholicism in its various manifestations. Topics include: God, rituals, salvation, the body, women, materiality, sex; the authority of persons, texts, and tradition; conflicts and anxieties involving masculinity, feminist theologies, the ordination of women as priests, the censuring of heretical theologians, and the clerical sex abuse crisis. Conditions permitting, this course will include trips to local Catholic sites.",RELG+233.00,12:20pm,Sonja G Anderson,RELG,6 credits,11:10am,25
644,18WI,,Humanistic Inquiry,Writing Rich 2,International Studies,,Buddha,17,"Buddha, ""the awakened,"" is the ideal being--and state of being--in all Buddhist traditions. This course will explore the contours of the Buddha-ideal as revealed in legendary narratives, devotional poems, ritual texts, visionary accounts, philosophical treatises, meditation manuals, and artistic representations. We will draw primarily on classical South Asian and Tibetan sources from the Theravada, Mahayana, and Tantric traditions, but also will consider East Asian (e.g., Pure Land and Zen) conceptions of Buddha and modern reinterpretations of the idea. In addition, we will compare Buddha with the ""ideal being"" of other traditions, e.g., Brahman, the Dao, and God.",RELG+245.00,3:00pm,Roger R Jackson,RELG,6 credits,1:15pm,25
645,18WI,4.5,Humanistic Inquiry,Writing Rich 2,International Studies,,The+Perfumed+Life:+Islamic+Sources+of+the+Self,10,"This course will examine the multiple ways the ideal life has been imagined in the Muslim world, from antiquity to modernity, in both Shi‘i and Sunni renderings. Through putting biographical/auto-biographical narratives from the Muslim world into conversation with readings about the nature of selfhood and subjectivity that emerge in philosophy, psychology and anthropology, we will examine together what unique resources the Muslim tradition has to explore the self, its capabilities and its limits, and in what ways it participates in dilemmas shared across traditional boundaries. Rather than merely studying concepts of the self as they pass through history, this course will ask students to inhabit authors’ worldviews long enough to see how they might grapple with some of the most vexing and intractable issues of our time: from the nature of freedom and submission, to the politics of identity, to the boundaries between humans and their environment.",RELG+268.00,1:40pm,Noah  Salomon,RELG,6 credits,12:30pm,25
646,18WI,3.4,Humanistic Inquiry,Writing Rich 2,,,Theories+and+Methods+in+the+Study+of+Religion,16,"What, exactly, is religion and what conditions of modernity have made it urgent to articulate such a question in the first place This seminar, for junior majors and advanced majors from related fields, explores generative theories from anthropology, sociology, psychology, literary studies, and the history of religions.",RELG+300.00,11:55am,Kristin C Bloomer,RELG,6 credits,10:10am,15
647,18WI,5,Humanistic Inquiry,Writing Rich 2,,,Modernity+and+Tradition,9,"How do we define traditions if they change over time and are marked by internal conflict In this seminar we explore questions about pluralism, identity, authority, and truth, and we examine the creative ways beliefs and practices change in relation to culture. We consider how traditions grapple with difference, especially regarding theology, ethics, law, and gender.",RELG+329.00,11:00am,Lori K Pearson,RELG,6 credits,9:50am,15
648,18WI,5,Humanistic Inquiry,,,,Senior+Research+Seminar,13,"This seminar will acquaint students with research tools in various fields of religious studies, provide an opportunity to present and discuss research work in progress, hone writing skills, and improve oral presentation techniques.",RELG+399.00,11:55am,Asuka  Sango,RELG,6 credits,10:10am,15
649,18WI,5,,,,,Integrative+Exercise,1,n/a,RELG+400.00,n/a,Asuka  Sango,RELG,"3 credits, S/CR/NC only",n/a,1
650,18WI,3,,,,,Elementary+Russian,5,Continues Russian 101.,RUSS+102.01,11:00am,"Laura  Goering, Anna M Dotlibova",RUSS,6 credits,9:50am,10
651,18WI,3,,,,,Elementary+Russian,5,Continues Russian 101.,RUSS+102.02,11:00am,"Laura  Goering, Anna M Dotlibova",RUSS,6 credits,9:50am,10
652,18WI,,International Studies,,,,Russian+in+Cultural+Contexts,7,"his course students continue to develop skills of narration, listening comprehension, and writing, while exploring issues of contemporary Russian life and consciousness. The issues are examined from the position of two cultures: American and Russian. The course draws on a variety of sources for reading and viewing, including the periodic press, film, and music.",RUSS+205.00,3:00pm,Anna M Dotlibova,RUSS,6 credits,1:50pm,20
653,18WI,3,Humanistic Inquiry,International Studies,,,Beyond+Beef+Stroganoff:+Food+in+Russian+Culture,15,How did the Russian peasant stove shape culinary culture) culture of the nineteenth century; Soviet policies for feeding the worker; non-Russian cuisines in the Soviet Union; drinking culture and anti-alcohol campaigns; food and nationalism in the twenty-first century. Includes hands-on sessions on Russian food preparation. In English.,RUSS+237.00,3:00pm,Laura  Goering,RUSS,6 credits,1:15pm,25
654,18WI,,International Studies,,,,Russian+Kitchen+Culture,6,"A companion course to Russian 237, with emphasis on helping students develop linguistic and cultural competence in the realm of food. Includes hands-on sessions on Russian food preparation.",RUSS+237F.00,n/a,Anna M Dotlibova,RUSS,"2 credits, S/CR/NC only",n/a,25
655,18WI,3,,,,,Integrative+Exercise,1,n/a,RUSS+400.00,n/a,Laura  Goering,RUSS,"1-6 credits, S/CR/NC only",n/a,10
656,18WI,5,Social Inquiry,International Studies,,,Introduction+to+Anthropology,31,"An introduction to cultural and social anthropology which develops the theoretical rationale of the discipline through the integration of ethnographic accounts with an analysis of major trends in historical and contemporary thought. Examples of analytical problems selected for discussion include the concepts of society and culture, value systems, linguistics, economic, social, political and religious institutions, as well as ethnographic method and the ethical position of anthropology.",SOAN+110.00,11:55am,Constanza Ocampo-Raeder,SOAN,6 credits,10:10am,30
657,18WI,4.33,Social Inquiry,,,,Introduction+to+Sociology,28,"An introduction to sociology, including analysis of the sociological perspective, culture, socialization, demography, and social class and caste institutions in modern industrial societies and cultures; stability and change in societies of the twentieth and twenty-first centuries. Pros and cons of various theoretical strategies will be emphasized.",SOAN+111.00,3:00pm,Wes D Markofski,SOAN,6 credits,1:50pm,30
658,18WI,4.5,Social Inquiry,Quantitative Reasoning,Intercultural Domestic Studies,,Modern+Families:+An+Introduction+to+the+Sociology+of+the+Family,26,"What makes a family In this introductory class, we examine these questions, drawing on a variety of course materials ranging from classic works in sociology to contemporary blogs on family life. The class focuses on diversity in family life, paying particular attention to the intersection between the family, race and ethnicity, and social class. We'll examine these issues at the micro and macro level, incorporating texts that focus on individuals' stories as well as demographics of the family.",SOAN+114.00,9:40am,Liz Raleigh,SOAN,6 credits,8:30am,30
659,18WI,,Social Inquiry,Writing Rich 2,Intercultural Domestic Studies,,Global+Minnesota:+An+Anthropology+of+Our+State,21,"The state of Minnesota, like the rest of the U.S., has been formed by the migration and settlement of peoples from across the world at different historical moments. Though often hidden from public view, the state is home to peoples with diverse cultural and religious practices, making Minnesota a microcosm of the global. This course will provide an anthropology of Minnesota by examining the different migration histories and experiences of Minnesota’s varied population groups. Through a study of the making of Minnesota and its population groups, the course will examine borders and movement from a global and historical perspective, as well as explore the presence of different cultural and religious groups in Minnesota and the social relations they form. This course will help students see Minnesota and the people that call it home in new ways.",SOAN+151.00,1:40pm,Ahmed S Ibrahim,SOAN,6 credits,12:30pm,25
660,18WI,4.33,Social Inquiry,International Studies,,,Public+Sociology+of+Religion,8,"From the discipline’s earliest days, sociologists have considered religion a fascinating and perplexing object of study. Classical sociologists devoted enormous attention to the topic of religion, famously linking it to the development of capitalism and Western modernity (Weber), to social solidarity and symbolic classification systems (Durkheim), to political passivity and social conservatism (Marx), and to the varying forms of social, economic, and political life found in the world’s great civilizations.  This course focuses on special topics in the contemporary sociology of religion, with a particular emphasis on religion in public and political life in American and global civil society.",SOAN+228.00,11:00am,Wes D Markofski,SOAN,6 credits,9:50am,25
